"Opened Date","File Number","Sales Rep","Client Name","Product Type","Prod Type","Primary Property Address","File Status ","Closed Date","Sent To External Accounting","Loan Amount","Sales Price"
"Aug 13, 2021","10242174","Cibeli Tregembo","Angel Oaks Home Loans LLC","Loan:  Title and Escrow","Loan","1954 La Puerta Avenue, Oxnard, CA  93030-5567","Closed","Oct 28, 2021","Oct 19, 2021","325000.00","0.00"
"Aug 13, 2021","10242179","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","4366 Castanos Street, Fremont, CA  94536","Closed","Sep 18, 2021","Sep 17, 2021","548250.00","0.00"
"Aug 13, 2021","10242182","Corey Velasquez","La Costa Escrow, Inc.","Loan: Title Only (Outside Escrow)","Loan","12046 Lowemont Street, Norwalk, CA  90650","Closed","Nov 17, 2021","","461500.00","0.00"
"Aug 13, 2021","10242184","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","2121 East Grand Avenue, Unit D15, Escondido, CA  92027","Closed","Jan 24, 2022","Oct 14, 2021","112730.00","0.00"
"Aug 13, 2021","10242187","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","1107 South 41st Street, Unit 1, San Diego, CA  92113","Closed","Oct 12, 2021","","97518.00","0.00"
"Aug 13, 2021","10242188","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","2121 East Grand Avenue, Unit G26, Escondido, CA  92027","Closed","Oct 14, 2021","Oct 8, 2021","110470.00","0.00"
"Aug 13, 2021","10242189","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","475 North Midway Drive, Unit 211, Escondido, CA  92027","Closed","Oct 12, 2021","Oct 8, 2021","101570.00","0.00"
"Aug 13, 2021","10242193","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","1350 North Escondido Boulevard, Unit 26, Escondido, CA  92026","Closed","Oct 12, 2021","Oct 8, 2021","60083.00","0.00"
"Aug 27, 2021","10243731","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","7039 East Los Santos Drive, Long Beach, CA  90815","Closed","Sep 21, 2021","Sep 16, 2021","480500.00","0.00"
"Aug 27, 2021","10243736","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","17 Blackwood, Mission Viejo, CA  92692","Closed","Sep 24, 2021","Sep 23, 2021","355000.00","0.00"
"Aug 27, 2021","10243742","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","14317 Busby Drive, Whittier, CA  90604","Closed","Nov 20, 2021","","423500.00","0.00"
"Aug 27, 2021","10243747","Michael Nouri","Oak Escrow","Loan: Title Only (Outside Escrow)","Loan","1046 North Orange Street, Orange, CA  92867","Closed","Oct 21, 2021","","671250.00","0.00"
"Aug 27, 2021","10243747","Michael Nouri","Oak Escrow","Loan: Title Only (Outside Escrow)","Loan","1046 North Orange Street, Orange, CA  92867","Closed","Oct 21, 2021","Oct 15, 2021","671250.00","0.00"
"Aug 27, 2021","10243748","Mike Johnson","Powerhouse Escrow","Loan: Title Only (Outside Escrow)","Loan","4283 Hillside Avenue, Norco, CA  92860","Cancelled","Nov 29, 2021","","465000.00","0.00"
"Aug 27, 2021","10243749","Cibeli Tregembo","Contact Escrow","Loan: Title Only (Outside Escrow)","Loan","1466 North 8th Place, Port Hueneme, CA  93041","Closed","Oct 4, 2021","","503200.00","0.00"
"Aug 27, 2021","10243755","Nicholas J Watt","Iron Key Escrow, Inc","Loan: Title Only (Outside Escrow)","Loan","2666 Peacock Place, La Verne, CA  91750","Cancelled","Nov 26, 2021","","960000.00","0.00"
"Aug 27, 2021","10243761","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","1145 South 3rd Street, Alhambra, CA  91801-4724","Closed","Sep 16, 2021","Sep 15, 2021","380000.00","0.00"
"Aug 27, 2021","10243763","Justin Nouri","Escrow of The West","Loan: Title Only (Outside Escrow)","Loan","604 South Evergreen Drive, Ventura, CA  93003","Closed","Oct 4, 2021","","518500.00","0.00"
"Aug 27, 2021","10243765","Scott & Angeline","Meridox Real Estate & Mortgage","Loan: Title Only (Outside Escrow) (N)","Loan","3828 Udell Court, Los Angeles, CA  90027","Cancelled","Nov 30, 2021","","448000.00","0.00"
"Aug 27, 2021","10243768","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","28004 South Western Avenue, Unit 315 (San Pedro Area), Los Angeles, CA  90732","Closed","Sep 17, 2021","Sep 17, 2021","254100.00","0.00"
"Aug 27, 2021","10243770","Sonia Flores","Palomares Escrow","Loan: Title Only (Outside Escrow)","Loan","5318 Caribou Lane, Fontana, CA  92336","Closed","Oct 6, 2021","","192500.00","0.00"
"Aug 27, 2021","10243773","Scott & Angeline","Savient Financial","Loan: Title Only (Outside Escrow)","Loan","1184, 1186, 1188, 1188 1/2 Browning Boulevard, Los Angeles, CA  90037-1628","Closed","Feb 23, 2022","Nov 19, 2021","660000.00","0.00"
"Aug 27, 2021","10243774","Team Meza","Marina Escrow Inc.","Loan: Title Only (Outside Escrow)","Loan","11 Firenze Court, (Newport Coast Area), Newport Beach, CA  92657-1532","Closed","Nov 6, 2021","","548250.00","0.00"
"Aug 27, 2021","10243775","Sonia Flores","North American Lending Group","Loan: Title Only (Outside Escrow) (N)","Loan","2349 Penn Mar Avenue, El Monte, CA  91732","Closed","Apr 1, 2022","Mar 31, 2022","520000.00","0.00"
"Aug 27, 2021","10243779","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","17509 Runnymede Street, (Van Nuys Area), Los Angeles, CA  91406","Closed","Sep 23, 2021","","548250.00","0.00"
"Aug 27, 2021","10243781","Karen Navidad","Franklin Express Mortgage","Loan: Title Only (Outside Escrow)","Loan","17830 Collins Street, Encino, Los Angeles, CA  91316-1142","Closed","Oct 22, 2021","","377000.00","0.00"
"Aug 27, 2021","10243781","Karen Navidad","Franklin Express Mortgage","Loan: Title Only (Outside Escrow)","Loan","17830 Collins Street, Encino, Los Angeles, CA  91316-1142","Closed","Oct 22, 2021","Oct 18, 2021","377000.00","0.00"
"Aug 27, 2021","10243783","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","208 West Doncrest Street, Monterey Park, CA  91754","Closed","Sep 14, 2021","","520000.00","0.00"
"Aug 27, 2021","10243789","Malay Wadhwa","1st Choice Lending & Real Estate, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","1460 Padua Avenue, Redlands, CA  92374-3868","Closed","Oct 21, 2021","Oct 12, 2021","405000.00","0.00"
"Aug 27, 2021","10243790","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","29145 Shipwright Drive, Menifee, CA  92585","Closed","Sep 20, 2021","Sep 20, 2021","470300.00","0.00"
"Aug 28, 2021","10243799","In House - SoCal Ventura","Ez Fundings","Loan: Title Only (Outside Escrow)","Loan","2175 Whitman Way, Corona, CA  92880","Closed","Oct 9, 2021","","507600.00","0.00"
"Aug 28, 2021","10243800","Michael Nouri","1st Choice Lending & Real Estate, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","7257 Riverton Avenue, (Sun Valley Area), Los Angeles, CA  91352","Closed","Oct 1, 2021","","490000.00","0.00"
"Aug 30, 2021","10243805","Scott & Angeline","Annexe Escrow","Loan: Title Only (Outside Escrow)","Loan","5233 West Slauson Avenue, Los Angeles, CA  90056","Closed","Oct 15, 2021","","750000.00","0.00"
"Aug 30, 2021","10243810","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2929 Renee Court, West Sacramento, CA  95691","Closed","Dec 1, 2021","","355000.00","0.00"
"Aug 30, 2021","10243811","Team Meza","HomeBridge Financial Services","Loan: Title Only (Outside Escrow) (N)","Loan","4527 West 120th Street, Hawthorne, CA  90250","Cancelled","Nov 29, 2021","","215000.00","0.00"
"Aug 30, 2021","10243812","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","25765 Avalon Avenue, San Bernardino, CA  92404","Closed","Sep 16, 2021","Sep 15, 2021","352125.00","0.00"
"Aug 30, 2021","10243816","Nini Kerns","Smart Choice Realty & Mortgage","Loan: Title Only (Outside Escrow)","Loan","13661 Arrow Boulevard, Fontana, CA  92335-0251","Closed","Sep 15, 2021","Sep 14, 2021","400000.00","0.00"
"Aug 30, 2021","10243823","Scott & Angeline","iHome Investment Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","21 Portica, Newport Coast, CA  92657-1223","Closed","Jan 3, 2022","","490000.00","0.00"
"Sep 9, 2021","10244961","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","15808 Glazebrook Drive, La Mirada, CA  90638","Closed","Oct 2, 2021","Oct 1, 2021","303800.00","0.00"
"Sep 9, 2021","10244964","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","2092 Buttonwood Street, Colton, CA  92324","Closed","Nov 9, 2021","","293040.00","0.00"
"Sep 9, 2021","10244964","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","2092 Buttonwood Street, Colton, CA  92324","Closed","Nov 9, 2021","Nov 8, 2021","293040.00","0.00"
"Sep 9, 2021","10244971","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","920 South Ridgecrest Circle, Anaheim, CA  92807","Closed","Oct 18, 2021","","542500.00","0.00"
"Sep 9, 2021","10244971","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","920 South Ridgecrest Circle, Anaheim, CA  92807","Closed","Oct 18, 2021","Oct 15, 2021","542500.00","0.00"
"Sep 9, 2021","10244973","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","30 Tandeo Drive, Rancho Mission Viejo Area County of Orange, CA  92694","Cancelled","Dec 13, 2021","","798000.00","0.00"
"Sep 9, 2021","10244977","Maria Basilio","New Porte Financial","Loan: Title Only (Outside Escrow)","Loan","3088 North Stoddard Avenue, San Bernardino, CA  92405","Closed","Nov 8, 2021","Nov 5, 2021","280000.00","0.00"
"Sep 9, 2021","10244978","In House - SoCal Ventura","Tower Escrow","Loan: Title Only (Outside Escrow)","Loan","1935 East Alpha Road, Unit 311, Glendale, CA  91208","Closed","Oct 19, 2021","Oct 18, 2021","285000.00","0.00"
"Sep 9, 2021","10244984","Nicholas J Watt","Corner Escrow","Loan: Title Only (Outside Escrow)","Loan","16042 Hartland Street, (Van Nuys Area), Los Angeles, CA  91406","Closed","Nov 17, 2021","","470000.00","0.00"
"Sep 9, 2021","10244984","Nicholas J Watt","Corner Escrow","Loan: Title Only (Outside Escrow)","Loan","16042 Hartland Street, (Van Nuys Area), Los Angeles, CA  91406","Closed","Nov 17, 2021","Nov 16, 2021","470000.00","0.00"
"Sep 9, 2021","10244993","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","1 Papette Circle, Ladera Ranch, CA  92694-1091","Closed","Oct 6, 2021","","750000.00","0.00"
"Sep 9, 2021","10244993","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","1 Papette Circle, Ladera Ranch, CA  92694-1091","Closed","Oct 6, 2021","Sep 28, 2021","750000.00","0.00"
"Sep 9, 2021","10244999","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","9731 Luders Avenue, Garden Grove, CA  92844","Closed","Oct 6, 2021","","422000.00","0.00"
"Sep 9, 2021","10245003","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","114 East 214th Street, Carson, CA  90745-2001","Closed","Nov 22, 2021","","900000.00","0.00"
"Sep 9, 2021","10245003","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","114 East 214th Street, Carson, CA  90745-2001","Closed","Nov 22, 2021","Nov 18, 2021","900000.00","0.00"
"Sep 9, 2021","10245005","Richard Bohn","Premiere Mortgage","Loan:  Title and Escrow","Loan","3261 Alps Lane, Clovis, CA  93619","Closed","Oct 26, 2021","","237250.00","0.00"
"Sep 9, 2021","10245005","Richard Bohn","Premiere Mortgage","Loan:  Title and Escrow","Loan","3261 Alps Lane, Clovis, CA  93619","Closed","Oct 26, 2021","Oct 26, 2021","237250.00","0.00"
"Sep 9, 2021","10245006","Sonia Flores","North American Lending Group","Loan: Title Only (Outside Escrow) (N)","Loan","16437, 16437 1/2, 16439 and 16439 1/2 Grand Avenue, Bellflower, CA  90706","Closed","Dec 2, 2021","","650000.00","0.00"
"Sep 9, 2021","10245007","Team Meza","Security Land Escrow","Loan: Title Only (Outside Escrow)","Loan","15519 Garo Street, Hacienda Heights, CA  91745","Closed","Dec 14, 2021","","365000.00","0.00"
"Sep 9, 2021","10245022","Mike Johnson","Fitzpatrick Capital","Loan: Title Only (Outside Escrow) (N)","Loan","481 Via Arboles, San Marcos, CA  92069-3420","Closed","Oct 5, 2021","","428000.00","0.00"
"Sep 9, 2021","10245022","Mike Johnson","Fitzpatrick Capital","Loan: Title Only (Outside Escrow) (N)","Loan","481 Via Arboles, San Marcos, CA  92069-3420","Closed","Oct 5, 2021","Oct 4, 2021","428000.00","0.00"
"Sep 9, 2021","10245023","Corey Velasquez","Bluestone Capital Corp.","Loan: Title Only (Outside Escrow)","Loan","13128 Jardene Street, (Corona Area), Eastvale, CA  92880-0950","Closed","Nov 1, 2021","","287000.00","0.00"
"Aug 13, 2021","10242198","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","23592 Via Breve, Mission Viejo, CA  92691","Closed","Sep 17, 2021","","548000.00","0.00"
"Aug 13, 2021","10242198","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","23592 Via Breve, Mission Viejo, CA  92691","Closed","Sep 17, 2021","Sep 10, 2021","548000.00","0.00"
"Aug 13, 2021","10242199","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","802 East Washington Avenue, Unit A, Escondido, CA  92025","Closed","Oct 12, 2021","","102959.00","0.00"
"Aug 13, 2021","10242201","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","806 East Washington Avenue, Unit B, Escondido, CA  92025","Closed","Oct 12, 2021","Oct 8, 2021","104752.00","0.00"
"Aug 13, 2021","10242202","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","2094 East Grand Avenue, Unit 35, Escondido, CA  92027","Closed","Oct 12, 2021","","82776.00","0.00"
"Aug 13, 2021","10242203","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","806 East Washington Avenue, Unit C, Escondido, CA  92025","Closed","Oct 12, 2021","Oct 8, 2021","109559.00","0.00"
"Aug 13, 2021","10242207","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","2094 East Grand Avenue, Unit 7, Escondido, CA  92027","Closed","Oct 12, 2021","Oct 8, 2021","85008.00","0.00"
"Aug 13, 2021","10242210","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","2041 East Grand Avenue #46, Escondido, CA  92027","Closed","Oct 12, 2021","","89920.00","0.00"
"Aug 13, 2021","10242212","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","525 North Beech Street, Unit 23, Escondido, CA  92025","Closed","Oct 12, 2021","","96435.00","0.00"
"Aug 13, 2021","10242214","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","240 West Lincoln Avenue, Unit 8, Escondido, CA  92026","Closed","Oct 12, 2021","Oct 8, 2021","104623.00","0.00"
"Aug 13, 2021","10242215","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","830 West Lincoln Avenue, Unit 174, Escondido, CA  92026","Closed","Oct 12, 2021","","80646.00","0.00"
"Aug 13, 2021","10242216","Jared Armas","The Mortgage Group","Loan:  Title and Escrow","Loan","1407 Terrace Road, Rialto, CA  92376","Closed","Sep 17, 2021","","365000.00","0.00"
"Aug 13, 2021","10242218","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","2121 East Grand Avenue, Unit H30, Escondido, CA  92027","Closed","Oct 14, 2021","Oct 8, 2021","119629.00","0.00"
"Aug 13, 2021","10242224","Scott & Angeline","CYT Financial Corp","Loan: Title Only (Outside Escrow) (N)","Loan","20844 Bassett Street, Los Angeles, CA  91306","Closed","Sep 9, 2021","","384100.00","0.00"
"Aug 13, 2021","10242225","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","1225 North Broadway, Unit 14, Escondido, CA  92026","Closed","Oct 12, 2021","","105108.00","0.00"
"Aug 13, 2021","10242227","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","475 North Midway Drive, Unit 138, Escondido, CA  92027","Closed","Oct 12, 2021","Oct 8, 2021","84335.00","0.00"
"Aug 13, 2021","10242228","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","475 North Midway Drive, Unit 226, Escondido, CA  92027","Closed","Oct 12, 2021","Oct 12, 2021","88635.00","0.00"
"Aug 13, 2021","10242229","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","512 Sandalwood Place, Unit 10, Escondido, CA  92027","Closed","Oct 12, 2021","Oct 8, 2021","90315.00","0.00"
"Aug 13, 2021","10242232","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","175 Avenida Descanso, Unit 106, Oceanside, CA  92057","Closed","Oct 12, 2021","Oct 8, 2021","87887.00","0.00"
"Aug 13, 2021","10242233","Mike Johnson","Ocean Lending Home Loans, Inc,  ISAOA/ATIMA","Loan: Title and Escrow (N)","Loan","294 West Striding Edge Drive, San Tan Valley, AZ  85140","Cancelled","Sep 21, 2021","","382000.00","0.00"
"Aug 13, 2021","10242235","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","4074 48th Street, Unit 7, San Diego, CA  92105","Closed","Oct 12, 2021","","61927.00","0.00"
"Aug 13, 2021","10242238","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","520 Sandalwood Place, Unit 11, Escondido, CA  92027","Closed","Oct 12, 2021","Oct 8, 2021","98844.00","0.00"
"Aug 13, 2021","10242239","Nicholas J Watt","First Republic Bank","Loan: Title Only (Outside Escrow)","Loan","511 Sandalwood Place, Unit 2, Escondido, CA  92027","Closed","Oct 12, 2021","","81244.00","0.00"
"Aug 13, 2021","10242242","Cibeli Tregembo","FC Consultants","Loan: Title and Escrow (N)","Loan","771 Seneca Street, Unit D53, Ventura, CA  93001","Closed","Dec 29, 2021","Dec 3, 2021","189000.00","0.00"
"Aug 13, 2021","10242252","Nini Kerns","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","12465 Poinsetta Drive, Riverside, CA  92503","Cancelled","Dec 20, 2021","","455000.00","0.00"
"Aug 13, 2021","10242253","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","4240 Rose Arbor Way, Vallejo, CA  94591","Closed","Oct 26, 2021","","505000.00","0.00"
"Aug 13, 2021","10242254","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","24160 Avenida Rancheros, Unit G, Diamond Bar, CA  91765","Closed","Sep 10, 2021","Sep 9, 2021","363750.00","0.00"
"Aug 13, 2021","10242256","Daphne Alt","Guaranteed Rate","Loan: Title Only (Outside Escrow) (N)","Loan","7035 Macapa Drive, (Hollywood Area), Los Angeles, CA  90068","Closed","Oct 21, 2021","Oct 20, 2021","1240000.00","0.00"
"Aug 13, 2021","10242260","Scott & Angeline","Excelerate Capital","Loan: Title Only (Outside Escrow)","Loan","10352 Arundel Avenue, Westminster, CA  92683","Closed","Sep 23, 2021","Sep 23, 2021","512000.00","0.00"
"Aug 30, 2021","10243824","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","2302 Dela Street, Whittier, CA  90601","Cancelled","Dec 8, 2021","","400000.00","0.00"
"Aug 30, 2021","10243832","Daphne Alt","Bydand Home Loans, LLC","Loan: Title and Escrow (N)","Loan","3825 33rd Street, Sacramento, CA  95820","Cancelled","Nov 29, 2021","","284900.00","0.00"
"Aug 30, 2021","10243834","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","4280 Via Arbolada, Unit 223, Los Angeles, CA  90042","Closed","Oct 14, 2021","Oct 13, 2021","342000.00","0.00"
"Aug 30, 2021","10243835","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","16701 Swift Fox Avenue, Chino Hills, CA  91709","Closed","Sep 25, 2021","Sep 24, 2021","548250.00","0.00"
"Aug 30, 2021","10243841","Scott & Angeline","Interstate Lenders","Loan: Title Only (Outside Escrow) (N)","Loan","18081 Debi Lane, Yorba Linda, CA  92886","Cancelled","Nov 29, 2021","","407000.00","0.00"
"Aug 30, 2021","10243845","David Gomez","National Leaders Escrow","Loan: Title Only (Outside Escrow)","Loan","1177 East Kingsley Avenue, Pomona, CA  91767","Closed","Sep 23, 2021","Sep 15, 2021","345000.00","0.00"
"Aug 30, 2021","10243849","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","2159 Pamplona Court, Escondido, CA  92025","Cancelled","Sep 24, 2021","","539000.00","0.00"
"Aug 30, 2021","10243851","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","21 Saint John, Dana Point, CA  92629","Closed","Oct 16, 2021","Oct 15, 2021","450000.00","0.00"
"Aug 30, 2021","10243854","Scott & Angeline","The Escrow Merchants","Loan: Title Only (Outside Escrow)","Loan","2035 West Holly Oak Drive, Prescott, AZ  86305","Closed","Nov 12, 2021","","519000.00","0.00"
"Aug 30, 2021","10243854","Scott & Angeline","The Escrow Merchants","Loan: Title Only (Outside Escrow)","Loan","2035 West Holly Oak Drive, Prescott, AZ  86305","Closed","Nov 12, 2021","Nov 1, 2021","0.00","0.00"
"Aug 30, 2021","10243855","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","4815 North Mangrove Avenue, Covina, CA  91724","Closed","Sep 18, 2021","","200000.00","0.00"
"Aug 30, 2021","10243859","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","9 Cranwell, Aliso Viejo, CA  92656-5267","Closed","Sep 25, 2021","Sep 24, 2021","630000.00","0.00"
"Aug 30, 2021","10243863","Mike Johnson","Guaranteed Rate, Inc.","Loan: Title and Escrow (N)","Loan","7684 Marker Road, San Diego, CA  92130","Closed","Sep 27, 2021","Sep 30, 2021","510000.00","0.00"
"Aug 30, 2021","10243866","Daphne Alt","Guaranteed Rate","Loan: Title Only (Outside Escrow) (N)","Loan","5406 West 149th Place, Unit 3, Hawthorne, CA  90250","Closed","Sep 21, 2021","","505000.00","0.00"
"Aug 30, 2021","10243867","Justin Nouri","Escrow of The West","Loan: Title Only (Outside Escrow)","Loan","10404 Yarmouth Avenue, (Granada Hills Area), Los Angeles, CA  91344","Closed","Oct 2, 2021","","338000.00","0.00"
"Aug 30, 2021","10243867","Justin Nouri","Escrow of The West","Loan: Title Only (Outside Escrow)","Loan","10404 Yarmouth Avenue, (Granada Hills Area), Los Angeles, CA  91344","Closed","Oct 2, 2021","Sep 28, 2021","338000.00","0.00"
"Aug 30, 2021","10243868","Mike Johnson","Final Escrow, Inc.","Loan: Title Only (Outside Escrow)","Loan","1709 North Oak Knoll Drive, Anaheim, CA  92807","Closed","Sep 16, 2021","","507150.00","0.00"
"Aug 30, 2021","10243873","In House - SoCal Ventura","Ez Fundings","Loan: Title Only (Outside Escrow)","Loan","10343 Mapledale Street, Bellflower, CA  90706","Cancelled","Jan 20, 2022","","650000.00","0.00"
"Aug 30, 2021","10243875","Scott & Angeline","Viva Escrow!, Inc","Loan: Title Only (Outside Escrow)","Loan","52 Avanzare, Irvine, CA  92606-8931","Closed","Oct 8, 2021","","300000.00","0.00"
"Aug 30, 2021","10243879","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","1300 South Gertruda Avenue, Redondo Beach, CA  90277","Closed","Oct 6, 2021","Oct 5, 2021","724000.00","0.00"
"Aug 30, 2021","10243881","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","3407 Chelsea Court, Palmdale, CA  93551","Closed","Nov 18, 2021","","376750.00","0.00"
"Aug 30, 2021","10243883","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","13256 Flagstaff Drive, Rancho Cucamonga, CA  91739","Closed","Sep 22, 2021","","377600.00","0.00"
"Aug 30, 2021","10243884","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1323 North Traverse Ave, Clovis, CA  93619-8044","Closed","Nov 13, 2021","Nov 12, 2021","465800.00","0.00"
"Aug 30, 2021","10243889","Hugo Lopez","Y.O.U.R. Group of Companies","Loan: Title Only (Outside Escrow)","Loan","516 North 7th Street, Montebello, CA  90640-3629","Closed","Oct 23, 2021","Oct 22, 2021","780000.00","0.00"
"Aug 30, 2021","10243890","Mike Johnson","Morningstar Mortgage","Loan: Title Only (Outside Escrow)","Loan","2318 26th Street, Santa Monica, CA  90405","Closed","Oct 14, 2021","Oct 13, 2021","822375.00","0.00"
"Aug 30, 2021","10243903","Team Meza","Green Forest Escrow","Loan: Title Only (Outside Escrow)","Loan","2361 Lewis Avenue, Signal Hill, CA  90755","Closed","Nov 19, 2021","Nov 15, 2021","712500.00","0.00"
"Aug 30, 2021","10243906","Mike Johnson","Morningstar Mortgage","Loan: Title Only (Outside Escrow)","Loan","13032 Aetna Street, Van Nuys, CA  91401","Closed","Oct 9, 2021","","398000.00","0.00"
"Aug 30, 2021","10243906","Mike Johnson","Morningstar Mortgage","Loan: Title Only (Outside Escrow)","Loan","13032 Aetna Street, Van Nuys, CA  91401","Closed","Oct 9, 2021","Oct 7, 2021","398000.00","0.00"
"Sep 9, 2021","10245028","Sonia Flores","Radiant Bank Mortgage","Loan: Title Only (Outside Escrow) (N)","Loan","2280 West Valdina Avenue, Anaheim, CA  92801","Cancelled","Dec 12, 2021","","610000.00","0.00"
"Sep 9, 2021","10245037","Scott & Angeline","Finance of America Mortgage, LLC","Loan: Title Only (Outside Escrow) (N)","Loan","7712 Bonnie Street, (San Bernardino Area), Highland, CA  92410-4605","Closed","Dec 1, 2021","","204500.00","0.00"
"Sep 9, 2021","10245037","Scott & Angeline","Finance of America Mortgage, LLC","Loan: Title Only (Outside Escrow) (N)","Loan","7712 Bonnie Street, (San Bernardino Area), Highland, CA  92410-4605","Closed","Dec 1, 2021","Nov 30, 2021","204500.00","0.00"
"Sep 9, 2021","10245038","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","5082 Skylark Drive, Huntington Beach, CA  92649","Closed","Oct 9, 2021","","450000.00","0.00"
"Sep 9, 2021","10245043","Scott & Angeline","Wells Fargo Bank, N.A.","Loan: Title and Escrow (N)","Loan","3511 Fiesta Drive, Lake Havasu City, AZ  86404","Closed","Oct 13, 2021","","550000.00","0.00"
"Sep 9, 2021","10245044","Lisa Lee","Homeline Mortgage Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","408 Cambiaso Place, Santa Rosa, CA  95409-3619","Closed","May 17, 2022","","250000.00","0.00"
